country,description,name,num_ratings,rating,rum_type
Denmark,,Great Dane Barrel Aged 8-Year,1,4.0,Aged
Puerto Rico,,Cayo Grande Club Spiced,1,0.0,Spiced
Martinique,,Dillon 2004 Hors d’Age 12-Year,1,7.0,Aged
United States,,Burnett's Spiced,1,0.0,Spiced
Japan,,Ryoma Gold,1,2.0,Gold
El Salvador,,Ron Maja Châteauneuf Du Pape Finish 8-Year,1,9.0,Aged
Saint Martin,,Old Man Guavaberry Mango,1,2.0,Flavored
France,,L'Abbaye D'Aiguebelle Rhum,1,2.0,Gold
Trinidad and Tobago,,Las Palmas Plata,1,1.0,Light
Mauritius,,Chamarel 50th Anniversary 5-Year,1,5.0,Aged
Curaçao,,Dutch Caribbean Classic,1,5.0,Dark
Kenya,,Kenya Cane Coconut,1,7.0,Flavored
Guadeloupe,,Longueteau Blanc 40,1,8.0,Light
Cayman Islands,,BlackBeard's Spiced,1,3.0,Spiced
Estonia,,Caribba Blanco,1,1.0,Light
Japan,,Suntory Gold,1,3.0,Gold
Caribbean,,Blackadder Raw Cask Finest Fiji Rum 9-Year,1,2.0,Aged
Estonia,,Caribba Spiced,1,1.0,Spiced
Jamaica,,Guy Harvey Spiced,1,1.0,Spiced
Saint Martin,,Old Man Guavaberry Island Almond,1,2.0,Flavored
Trinidad and Tobago,,Trinidad Distillers 1991 Warehouse Auld & Rare 25-Year,1,9.0,Aged
Martinique,,Saint James Sweet Ginger,1,1.0,Flavored
Spain,,Guajiro Blanco,1,7.0,Light
Caribbean,,Compagnie des Indes 2007 Guatemala Single Cask,1,7.0,Aged
Canada,,Coldstream Clear White,1,5.0,Light
Cuba,,Santisima Trinidad de Cuba 3-Year,1,5.0,Gold
Italy,,Moon Import Rum Grenada,1,0.0,Aged
Caribbean,,Plantation 2003 Jamaica Clarendon Mmw 16-Year,1,9.0,Aged
Caribbean,,Duncan Taylor 2005 Belize 11-Year,1,8.0,Aged
Colombia,,Aguardiente Cristal sin Azúcar,1,1.0,Light
Sweden,,Noble Selected Caribbean,1,7.0,Aged
United States,,Gaspar's Scurvy Lime,1,9.0,Flavored
United Kingdom,,Morrisons Caribbean White,1,4.0,Light
Cuba,,Havana Club 2018 Edition B Professional 7-Year,1,7.0,Aged
Réunion,,Bapt & Clem's 8-Year,1,8.0,Aged
Germany,,Don Ruffin Gold,1,6.0,Gold
Ireland,,West Cork Distillers 8 Islands,1,7.0,Aged
United States,"Sourland Mountain Light rum, a hybrid pot/column-distilled, molasses-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Sourland Mountain Light,1,0.0,Light
United Kingdom,,Banks Golden Jubilee,1,9.0,Aged
United Kingdom,,"Whisky Broker Travellers Liquors 66,1% 11-Year",1,5.0,Aged
United States,,Old Ipswich White Cap,1,6.0,Light
France,,Poisson Père Labat,1,5.0,Agricole
United Kingdom,,St Abbs Captain's Table XO,1,8.0,Aged
United States,,Kuleana Namea,1,6.0,Aged
Germany,,The Rum Cask Guadeloupe 18-Year,1,8.0,Aged
Guadeloupe,,Longueteau 6-Year,1,4.0,Aged
Martinique,,Rhum JM 1996 15-Year,1,8.0,Aged
Spain,,Arehucas Carta Oro,1,0.0,Gold
Australia,,Rum Diary Rum & Raisin,1,8.0,Flavored
Caribbean,,Lola Belle Cherry,1,6.0,Flavored
United States,,Pacifica 174 Proof,1,7.0,Overproof
United Kingdom,,Aldi Crossbones Premium Dark,1,6.0,Dark
Bahamas,,Ricardo Coconut Rum Liqueur,1,6.0,Flavored
Italy,,Rum Nation 2003 Guyana Diamond 15-Year,1,5.0,Aged
Netherlands,,1731 Fine & Rare Cuba 5-Year,1,5.0,Gold
France,,Transcontinental Rum Line 2013 Jamaica WP 4-Year,1,4.0,Aged
United States,,Twin Valley Sorrel,1,9.0,Flavored
United States,,House Spirits Triumvirate Final Edition,1,7.0,Aged
Mexico,,Baraima Añejo 5-Year,1,4.0,Aged
Bahamas,,Fire In De Hole Exotic 1-Year,1,2.0,Gold
Caribbean,,Berry's Panama 11-Year,1,5.0,Aged
Germany,,Turoa Original,1,6.0,Light
New Zealand,,Stolen White,1,1.0,Light
Cuba,,Havana Club San Cristobal de la Habana,1,10.0,Aged
Mauritius,,New Grove 2009 Single Cask,1,8.0,Aged
Barbados,,Midnight Flyer Champagne Barrel Aged 8-Year,1,7.0,Aged
United Kingdom,,Aldi Crossbones Golden,1,1.0,Gold
Canada,,Malibu Tia Maria,1,5.0,n/a
Guyana,,Cuerpo White,1,2.0,Light
Mexico,,Cubacana Gran Reserva,1,2.0,Gold
United States,,Idlewild Gold,1,6.0,Gold
Mauritius,,Penny Blue XO Batch 006,1,8.0,Aged
United Arab Emirates,,Old Nick Williams 2020 Jamerican,1,5.0,Gold
United States,,Classic Club Silver,1,2.0,Light
Reunion,,Savanna 2002 9-Year,1,8.0,Aged
Martinique,,Domaine Dizac Rhum Blanc 50,1,1.0,Light
Guyana,,El Dorado Smuggler's Cove Private Reserve,1,7.0,Aged
United States,"High Wire Agricole rum, a pot-distilled, fresh cane juice-based rum that’s aged around 10-12 months in oak barrels and bottled at 88 proof. High Wire releases a limited batch every fall that all comes from a single cane source in South Carolina. The sources vary depending on the release. via  American Rum Report ",High Wire Agricole,1,5.0,Agricole
United States,"Seacrets Gold rum, a version of the base used in their White Rum that’s aged in new American white oak barrels for an unspecified amount of time and bottled at 80 proof. via  American Rum Report ",Seacrets Gold,1,3.0,Gold
United Kingdom,,Admiral Benbow Superior Tot,1,2.0,Dark
United Kingdom,,Kill Devil (Hunter Laing) 2007 Jamaica Hampden For Thewhiskybarrel 10-Year,1,9.0,Aged
Guadeloupe,,Belle canne Ambre,1,3.0,Gold
United States,,Slim Spirits Silver,1,3.0,Light
United States,"Diablo’s Shadow California Gold  rum, a version of the base used in their Silver Rum that’s aged for a minimum of one year in new American white oak barrels and bottled at 85 proof. via  American Rum Report ",Diablo's Shadow California Gold,1,7.0,Aged
Sint Maarten,,Sint Maarten Guavaberry Company Republic 5-Year,1,4.0,Aged
Austria,,Stroh Cream,1,9.0,Flavored
Denmark,,RomDeLuxe Selected Series Jamaica Lluidas Vale 11-Year,1,8.0,Aged
Mauritius,,Labourdonnais Amélia 2-Year,1,7.0,Agricole
"Virgin Islands, U.S.",,Cruzan Velvet Cinn,1,6.0,Flavored
Australia,,Beenleigh Spiced,1,3.0,Spiced
Dominican Republic,,Rum Artesanal 2009 Jamaica Jny New Yarmouth 10-Year,1,10.0,Aged
United States,"Diablo’s Shadow Navy Strength rum, a version of the base used in their Silver Rum that’s aged for a minimum of one-and-a-half years in new American white oak barrels and bottled at near cask strength (117 proof). via  American Rum Report ",Diablo's Shadow Navy Strength,1,7.0,Aged
United States,,Ko Hana KEA - Collection,1,6.0,Agricole
United States,,Phillips Gold,1,5.0,Gold
Estonia,,Vana Tallinn Signature,1,9.0,Dark
Reunion,,Riviere du Mat Arrangé Ananas Caramélisé,1,4.0,Flavored
France,,Chantal Comte 2001 La Tour de L'or Brut de Futs,1,8.0,Aged
Martinique,,Clement By Night,1,7.0,Agricole
Brazil,,CanaRio Nega Fulo Cachaca,1,5.0,Cachaca
France,,Origin R. 1995 Trinidad Caroni Destillery 19-Year,1,8.0,Aged
Jamaica,,DG White Overproof,1,1.0,Overproof
Rwanda,,1000 Hills Gold,1,4.0,Light
United States,,Parrot Bay Key Lime,1,0.0,Flavored
Denmark,,S.B.S. 2008 Barbados Foursquare,1,5.0,Aged
Caribbean,,Plantation 2000 Trinidad Old Reserve,1,7.0,Aged
United States,,Independent Barrel Aged,1,5.0,Aged
Guadeloupe,,Domaine de Severin 2019 Blanc,1,7.0,Agricole
Guadeloupe,,Kristal Blanc 50,1,2.0,Light
Jamaica,,Kudjoe Gold,1,7.0,Gold
Jamaica,,Port Royal White Overproof,1,1.0,Overproof
Vietnam,,Belami 2016 Belami Legacy 3-Year,1,0.0,Overproof
Reunion,,Savanna 2004 Unshared Cask 14-Year,1,9.0,Aged
Denmark,,S.B.S. 2006 Venezuela,1,10.0,Aged
United States,,1492 Golden Age,1,3.0,Gold
Jamaica,,Barrell 2019 13-Year,1,7.0,Aged
Mexico,,Aconte 15-Year,1,2.0,Aged
Spain,,Canuca Light,1,5.0,Light
Spain,,Aguere Oro,1,2.0,Gold
Jamaica,,Berry Bros. & Rudd 1998 Guadalupe vintage 12-Year,1,2.0,Aged
United States,,John Emerald Gene's Surgeon's Barrel Aged,1,5.0,Aged
Réunion,,Part des anges Sublim',1,8.0,Agricole
Dominican Republic,,Siboney Reserva Especial,1,7.0,Aged
Australia,,Bundaberg Small Batch Silver Reserve,1,4.0,Light
Panama,,Espero Último,1,8.0,Aged
Martinique,,Clement Creme Amande Amaretto,1,3.0,Flavored
Guadeloupe,,Bielle 2001,1,10.0,Aged
United Kingdom,,Lidl Captain Cook Spiced,1,2.0,Spiced
Germany,,Sansibar 1996 Don Pancho 21-Year,1,9.0,Aged
Dominican Republic,,Rhumba Coconut,1,5.0,Flavored
Guyana,,Distillerie Saint Maurice La Cayennaise,1,8.0,Aged
Cayman Islands,,BlackBeard's Gold,1,4.0,Gold
Guadeloupe,,Contrebande Blanc 50,1,2.0,Light
France,,Origin R. Enmore 26-Year,1,9.0,Aged
Caribbean,,Caribbean Golden Old Line,1,7.0,Aged
Caribbean,,Silverfleet 1628,1,7.0,Flavored
Guadeloupe,,Bielle 2007 Brut de Fût Premium La Confrérie du 9-Year,1,7.0,Agricole
Reunion,,Savanna 2007 Grand Arome,1,7.0,Agricole
Caribbean,,Berry's 17-Year,1,8.0,Aged
Colombia,,Dictador Colombian Orthodoxy Aged Gin 1-Year,1,8.0,Spiced
Jamaica,,Myers's Planters Punch,1,7.0,Dark
Dominican Republic,,Dupuy Barceló Carta Real,1,4.0,Gold
Sweden,,H.A.R.R.E.L 2005 Barbados 13-Year 13-Year,1,7.0,Aged
Brazil,,Cabana Blanco,1,2.0,Light
Grenada,,Westerhall White Jack,1,2.0,Light
Barbados,,Doorly's Harbour Police 8-Year,1,8.0,Aged
United States,,Tenpenny Gran Reserva Spiced,1,2.0,Spiced
United Kingdom,,That Boutique-y Rum Company Diamond Distillery (Versailles Still) Guyana 13-Year,1,6.0,Aged
"Venezuela, Bolivarian Republic of",,Carupano Passion,1,7.0,Flavored
Dominican Republic,,Dupuy Barceló Columbus Anejo,1,5.0,Gold
Caribbean,,Plantation Barbados XO Mackryma 16-Year,1,8.0,Aged
France,,Distillerie Bercloux 2015 Bercloux 4-Year,1,8.0,Aged
Guadeloupe,,Sainte Espérance Épicé,1,2.0,Gold
United States,,Dry County Hot Spiced,1,7.0,Spiced
Guadeloupe,,Damoiseau Cane,1,4.0,Agricole
Mexico,,Ron Izapa Gold 3-Year,1,4.0,Gold
Italy,,Rum Nation 1992 Jamaica Hampden,1,9.0,Aged
Germany,,Liquid Treasure 2004 Barbancourt Haiti 13-Year,1,9.0,Aged
Dominican Republic,,Santo Domingo Antaño Reserva,1,5.0,Aged
Spain,,Ron Leyenda White Cane,1,4.0,Light
United States,,Ron Carlos Gold,1,2.0,Gold
Spain,,Ron Leyenda Añejo,1,4.0,Gold
Netherlands,,Marlin Spike Blended Aged,1,4.0,Gold
Spain,,Almirante Viejo,1,5.0,Aged
Germany,,Arnisser No. 2,1,6.0,Gold
Mexico,,Xotikal Coco,1,5.0,Flavored
Germany,,The Rum Cask 2003 Jamaica Monymusk 16-Year,1,8.0,Aged
Liechtenstein,,The Alpinist AG The Alpinist White Port Cask 8-Year,1,8.0,Aged
Guadeloupe,,Reimonenq 1998 Hors d'age,1,6.0,Aged
Guadeloupe,,Damoiseau 2008 Millesime 10-Year,1,8.0,Aged
Suriname,,Black Cat Superior White,1,7.0,Light
Brazil,,Boazinha Light Cachaca,1,8.0,Cachaca
France,,La Maison Du Rhum Maurice,1,7.0,Aged
United States,"Daddy Stump Peach Flavored Rum is made from dehydrated green sugarcane juice from Lula Farm in Louisiana and a touch of molasses from the same source, brought to proof with condensed Peach juice and the most important — artesian, limestone-filtered water. This water is sourced directly from the majestic mountains of Utah, home of the greatest snow on earth! The snowmelt then flows into the distillery's own Artesian Well creating the unique flavor profile crafted from this mineral rich water. ",Dented Brick Daddy Stump Peach Flavored Rum,1,9.0,Flavored
Grenada,,Rivers Royal Granadian 2018 Slightly Overproof,1,7.0,Overproof
Saint Vincent And The Grenedines,,SLR Sunset White,1,0.0,Light
Colombia,,Dictador Best 1987 Apasionado,1,9.0,Aged
Denmark,,Rum Club Spiced & Young,1,6.0,Spiced
Martinique,,Clement Eleve Sous Bous,1,5.0,Agricole
Guadeloupe,,Longueteau Punch Coco,1,4.0,Flavored
Caribbean,,Berry's Jamaican 13-Year,1,2.0,Aged
United States,"Thrasher’s Green Spiced rum, a version of the base used in their White Rum that’s distilled with a gin basket containing mint, lemongrass, lemon verbena, lemon balm, lime peel, and green cardamom and bottled unaged at 80 proof. via  American Rum Report ",Thrasher’s Green Spiced,1,4.0,Spiced
Nicaragua,,Canero 1989,1,8.0,Aged
Martinique,,La Mauny VO,1,4.0,Aged
Netherlands,,Kintra 1998 Caroni 19-Year,1,7.0,Aged
United States,"Thrasher’s Spiced rum, a version of the base used in their White Rum that’s infused with cinnamon, allspice, clove, anise, orange peel, and vanillin and bottled unaged at 80 proof. via  American Rum Report ",Thrasher’s Spiced,1,5.0,Spiced
United States,,Gran Legacy Silver,1,2.0,Light
United States,"Dog Island Beer Barrel Aged rum, a version of the base used in their Dog Island Rum that’s aged in barrels that previously held red ale and bourbon for an unspecified amount of time. Bottled at 80 proof. via  American Rum Report ",Dog Island Beer Barrel Aged,1,1.0,Gold
Martinique,,Depaz Plantation,1,7.0,Gold
Dominican Republic,,Hacienda Monterrey Anejo 7-Year,1,3.0,Gold
Martinique,,A 1710 2018 La Perle Brute,1,0.0,Agricole
Caribbean,,Plantation 2003 Cuba Chronicles 15-Year,1,6.0,Aged
Barbados,,Mount Gay Origin Serie Vol 2 Copper Column Distilled Small Batch,1,8.0,Aged
United Kingdom,,Kill Devil (Hunter Laing) 2004 Panama 10-Year,1,5.0,Aged
"Venezuela, Bolivarian Republic of",,Cinco Estrellas Dorado,1,2.0,Aged
Caribbean,,Rumbullion 2003 Trinidad,1,9.0,Aged
Guadeloupe,,Bielle 2008 8-Year,1,4.0,Aged
Caribbean,,Compagnie des Indes Barbados Cask Strength 10-Year,1,8.0,Dark
Jamaica,,"Berry Bros. & Rudd Guadeloupe 47,9° 19-Year",1,9.0,Aged
Mexico,,Richardson Richardson,1,6.0,Aged
Denmark,,RomDeLuxe Selected Series 6 Sailors Choice,1,6.0,Aged
Denmark,,Phantom Spirits Warpigs Brewpub Smoldering Holes Trinidad 10-Year,1,7.0,Aged
South Africa,,Red Heart Gold,1,3.0,Gold
Mexico,,Macollo Black 12-Year,1,5.0,Aged
Germany,,Artesano 2017 Amarone Cask 11-Year,1,9.0,Aged
Nicaragua,,Telica 13-Year,1,7.0,Aged
Mexico,,Rones finos de colima Classico No.3,1,1.0,Aged
United Kingdom,,Gunroom Spirit Gunroom 2 Ports 2-Year,1,5.0,Light
Guadeloupe,,Longueteau Punch Planteur,1,4.0,Flavored
Spain,,Guajiro Anejo 3-Year,1,6.0,Light
Paraguay,,Marianne de Paraguay Cask Strength,1,4.0,Aged
Germany,,Arnisser No. 1,1,4.0,Gold
Martinique,,Domaine Dizac Rhum Blanc 55,1,1.0,Light
United States,,Bocador White,1,0.0,Light
France,,Chantal Comte 1977 Millesime,1,8.0,Agricole
Germany,,Artesano Recioto Finish Drinking Strength 11-Year,1,10.0,Aged
Barbados,,Puerto Blanco Reserva Especial 12-Year,1,6.0,Aged
Myanmar,,Myanmar Special Finest,1,7.0,Aged
France,,Origin R. 2004 Panama Family Cask 12-Year,1,8.0,Aged
Guadeloupe,,La Cuvée du Pirate Comme,1,3.0,Gold
United States,,Bellows Light,1,2.0,Light
United States,,Balcones Texas Cask Strength,1,9.0,Gold
United Kingdom,,Asda 2020 Refined Dark Navy,1,3.0,Dark
Belize,,1 Barrel Travelers,1,7.0,Gold
India,,House Of Khodays Khodays XXX,1,6.0,Dark
Seychelles,,Takamaka Bay Overproof,1,6.0,Overproof
Caribbean,,Duncan Taylor 1989 Guyana 23-Year,1,0.0,Aged
Ecuador,,Cotopaxi 13-Year,1,6.0,Aged
Denmark,,Phantom Spirits Double Cask Aged Coffee Collective 6-Year,1,8.0,Aged
India,,Adinco Distilleries Dark Elvis,1,3.0,Aged
Denmark,,Phantom Spirits Cider Cask Aged 4-Year,1,7.0,Aged
Martinique,,Clement 2007 Brut de Fût,1,5.0,Aged
United States,"Privateer Distiller’s Drawer 28 4-Year rum, a series of single cask rum releases that often come from experimental distillations. via  American Rum Report ",Privateer Distillers Drawer 28 4-Year,1,9.0,Aged
Estonia,,Komandor Black,1,2.0,Dark
Guadeloupe,,Rhum Rhum 2015 liberation lmdw 60-Year,1,9.0,Aged
Jamaica,,RumBar White Overproof,1,6.0,Overproof
South Africa,,Whistler Dark,1,8.0,Dark
Guatemala,,Snakecity Triple 20 Graham's Tawny Finish 60%,1,10.0,Aged
Guadeloupe,,Damoiseau Gold,1,3.0,Gold
United States,"Jan Stephenson Passion Fruit rum, a version of the Silver Rum that’s blended with passion fruit juice and bottled at 80 proof. via  American Rum Report ",Jan Stephenson Passion Fruit,1,3.0,Flavored
Martinique,,Rhum JM 2006,1,5.0,Aged
Guadeloupe,,Pére Labat Cuvée Spéciale,1,4.0,Gold
United Kingdom,,Cadenhead's 2003 Fiji 13-Year,1,7.0,Aged
Australia,,The Kimberly Rum Company Newport Spiced,1,8.0,Spiced
Austria,,Linzgieserder Linzgieserder,1,6.0,Dark
Brazil,,Magnifica de Faria 2005 Single Cask 13-Year,1,6.0,Aged
Caribbean,,Blackadder Jamaica Hampden 14-Year,1,8.0,Aged
Saint Lucia,,Elements 8 Republica 5-Year,1,7.0,Aged
Jamaica,,Sangster's Coffee Cream,1,3.0,Flavored
Czech Republic,,El Comandante Comandatne 151 Proof,1,7.0,Overproof
Puerto Rico,,Martí Auténtico Coconut,1,3.0,Flavored
United States,"Cardinal Lake House Spiced rum, a version of the base used in their Tiki Rum that’s infused with natural whole botanicals and spices and bottled at 80 proof with no flavor extracts or caramel color. via  American Rum Report ",Cardinal Lake House Spiced,1,5.0,Spiced
United States,"Byram River Light rum, a hybrid pot/column-distilled, molasses- and evaporated cane juice-based rum that’s fermented with wine yeast and bottled unaged at 80 proof. via  American Rum Report ",Byram River Light,1,7.0,Aged
United Kingdom,,Bristol Classic 2004 Foursquare,1,8.0,Aged
United States,,Flagler Spirits Pirate Pete,1,2.0,Light
Caribbean,,Optimum Blanco,1,2.0,Light
India,,Adinco Distilleries Black Elvis,1,5.0,Dark
United States,,Pierre's Texas,1,7.0,Gold
Martinique,,Duquesne Val D'or 10-Year,1,9.0,Aged
Netherlands,,1816 R. Gorter & Zonen Estaro,1,2.0,Gold
Panama,,Marti Platino Superior,1,3.0,Light
United States,,Squeal Black Spiced,1,3.0,Spiced
Czech Republic,,Bozkov Božkov Kokosový,1,4.0,Flavored
Martinique,,Neisson Shrubb,1,4.0,Flavored
Sweden,,Escudero Reserva 5-Year,1,7.0,Aged
Martinique,,Dillon Dark Cigar Reserve 3-Year,1,6.0,Agricole
Reunion,,Riviere du Mat Arrangé Vanille Des Tropiques,1,4.0,Flavored
Mauritius,,Chamarel XO Pedro Ximenez Cask,1,8.0,Aged
United Kingdom,,Kill Devil (Hunter Laing) Navy Style,1,7.0,Aged
France,,Transcontinental Rum Line 2006 Jamaica Worthy Park,1,4.0,Aged
Dominican Republic,,Bermudez Ron Viejo,1,2.0,Gold
United States,"Cotton & Reed White rum, a raw cane syrup- and blackstrap molasses-based rum that’s fermented with a rhum agricole yeast strain and a chenin blanc yeast strain and distilled twice in a hybrid pot/column still. It comes off the still at 180 proof and gets diluted to 80 proof with filtered water before it’s charcoal filtered and bottled unaged. via  American Rum Report ",Cotton & Reed White,1,6.0,Light
United States,"Copper Bottom Bottom Silver rum, a hybrid pot/column-distilled, dehydrated cane juice-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Copper Bottom Silver,1,9.0,Light
United States,"Cotton & Reed Despaccino 2018 rum, a version of the base used in their White Rum that’s infused with local coffee beans, local cold brew coffee, cacao, and several botanicals. A small amount of raw sugar is added before it’s bottled at 64 proof. This is a limited release bottling. via  American Rum Report ",Cotton & Reed 2018 Despaccino,1,8.0,Flavored
United Kingdom,,Dancing Cows Hopkins,1,5.0,Aged
Panama,,Marti Dorado Especial,1,4.0,Gold
Guadeloupe,,Karukera Silver,1,2.0,Agricole
Cuba,,Havana Club Verde,1,7.0,Flavored
Martinique,,Rhum JM 1995 15-Year,1,9.0,Aged
Martinique,,Clement 2013 Canne Bleue,1,6.0,Light
Bahamas,,Ricardo Pineapple,1,0.0,Flavored
United States,"Alligator Bay Sun Gold rum, a version of their White Rum that’s oak chip aged for 40 days. Black mangrove honey and sugar are added for flavoring and additional sweetness before it’s proofed down to 80 proof and bottled. via  American Rum Report ",Alligator Bay Sun Gold,1,4.0,Gold
Germany,,Harpoon Gold 73%,1,1.0,Overproof
Réunion,,Métiss Arrangé Mangue Fruit de la Passion,1,8.0,Flavored
Martinique,,J. Bally 1999,1,8.0,Agricole
United States,,Cross Keys La Cana Grande Silver,1,1.0,Light
United States,,Branded Hearts Dark Panela,1,3.0,Aged
Germany,,Boscabana White Superior,1,2.0,Light
Jamaica,,Bootz Dark,1,7.0,Dark
Colombia,,Nectar Club,1,3.0,Light
Dominican Republic,,Guantanamera 5-Year,1,7.0,Gold
Germany,,Black Work Pirates Rumlikor Kokosnuss,1,4.0,Flavored
United States,,Sugarfield Light,1,6.0,Light
Belgium,,World's End Light Blend,1,10.0,Light
Mauritius,,New Grove 2007 Savoir Faire,1,5.0,Aged
Germany,,The Rum Cask Guyana Diamond Sherry Cask Finish 10-Year,1,9.0,Aged
United States,"Bear Creek Cask Strength rum, a version of the base used in their Silver Rum that’s aged in used bourbon barrels at around 120 proof. Each batch is bottled at cask strength as a unique limited release, so aging time varies. Their latest batch was aged for over two years. via  American Rum Report ",Bear Creek Cask Strength,1,6.0,Aged
United States,,Montego Bay Gold,1,4.0,Gold
Barbados,,Tropic Isle Palms Coconut,1,2.0,Flavored
Bahamas,,Ricardo Mango,1,6.0,Flavored
United States,,campesino Aged Xjv 8-Year,1,8.0,Aged
United States,,campesino Silver X 2-Year,1,5.0,Light
Germany,,Sansibar 12-Year,1,6.0,Aged
Germany,,Sansibar 25-Year,1,8.0,Aged
Martinique,,La Mauny Elev Sous Bois,1,6.0,Gold
Andorra,,Rum & Cane Fiji XO Single Cask,1,7.0,Aged
Cape Verde,,Tropicana Tropicana,1,8.0,Light
Caribbean,,Duncan Taylor 2000 Jamaica 12-Year,1,9.0,Aged
Trinidad and Tobago,,Caroni 1996 High Proof Heavy 17-Year,1,10.0,Aged
Germany,,Artesano Ruby Port Cask 24-Year,1,4.0,Aged
Fiji,,Rum Company of Fiji 2017 White Chocolate 2-Year,1,7.0,Flavored
